"Record ID","Offense Code","Offense Ext","Offense Category","Description","Police District","Beat","Grid","Occurence Date","Occurence Time"
"1074333","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","5","5B","1631","01/01/2015","00:12:13"
"1074334","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","2","2C","0602","01/01/2015","00:11:18"
"1074342","5400","1","TRAFFIC","TRAFFIC ACCIDENT-NON-INJURY","2","2B","0563","01/01/2015","00:17:35"
"1074345","3562","0","NARCOTICS","11357(B)HS POSS -28.5GR MARIJ","3","3M","0744","01/02/2015","00:20:49"
"1074346","3562","01","NARCOTICS","11357(C)HS POSS +28.5GR MARIJ","1","1B","0435","01/02/2015","00:19:37"
"1074347","1299","2","ROBBERY","211 PC ROBBERY-BUSINESS","1","1C","0447","01/02/2015","00:09:31"
"1074348","2302","1","LARCENY","484 PETTY THEFT-PURSE SNATCH","3","3A","0764","01/02/2015","00:11:04"
"1074349","5011","0","OBST JUDICIARY","3056 PAROLE VIOLATION","2","2C","0619","01/02/2015","00:18:00"
"1074350","5707","0","PRIVACY","602 PC TRESPASS","2","2C","0619","01/02/2015","00:20:01"
"1074354","5401","0","TRAFFIC","20002(A) HIT/RUN-FAIL INFO","6","6B","1412","01/01/2015","00:05:10"
"1074355","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","6","6C","1445","01/01/2015","00:12:08"
"1074357","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","6","6B","1401","01/01/2015","00:11:12"
"1074360","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","2","2C","0557","01/01/2015","00:16:18"
"1074364","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","1","1A","0130","01/02/2015","00:21:46"
"1074366","2203","0","BURGLARY","459 PC BURG BUSINESS-FORCE","6","6D","1101","01/02/2015","00:08:52"
"1074367","2803","0","STOLEN PROP","496(A) REC STOLEN PROP-FEL","3","3M","0741","01/02/2015","00:23:28"
"1074371","7399","62","SAC CITY CODE","12.52.030(A) UNLAWFUL CAMP-PUB","6","6D","0821","01/02/2015","00:04:44"
"1074376","2203","0","BURGLARY","459 PC BURG BUSINESS-FORCE","6","6D","1101","01/02/2015","00:08:52"
"1074379","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","2","2C","0619","01/02/2015","00:18:28"
"1074380","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","5","5B","1614","01/02/2015","00:16:00"
"1074383","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","4","4C","1227","01/02/2015","00:20:57"
"1074385","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","1","1C","0449","01/02/2015","00:18:00"
"1074388","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","2","2B","0541","01/02/2015","00:23:37"
"1074389","1399","4","BATTERY","243(D) BATTERY CIVILIAN W/INJ","3","3B","0746","01/03/2015","00:01:48"
"1074391","2999","05","VANDALISM","594(B)(2)(A) VANDALISM $400","5","5B","1358","01/01/2015","00:00:15"
"1074397","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","2","2B","0545","01/03/2015","00:04:50"
"1074398","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","2","2A","0505","01/01/2015","00:17:53"
"1074399","1313","19","BATTERY","242 PC BATTERY CIVILIAN","1","1A","0302","01/01/2015","00:17:00"
"1074404","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","6","6C","1134","01/02/2015","00:08:00"
"1074406","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","2","2B","0541","01/02/2015","00:16:30"
"1074410","3599","61","NARCOTICS","11350(A) POSS CONTROLLED SUBST","1","1A","0136","01/02/2015","00:01:58"
"1074411","1299","0","ROBBERY","211 PC ROBBERY-UNSPECIFIED","2","2C","0613","01/02/2015","00:05:00"
"1074412","4801","5","OBSTRUCTING","69 PC RESIST/OBSTRCT EXEC OFC","2","2C","0603","01/02/2015","00:08:56"
"1074413","2301","0A","LARCENY","487(C) GRAND THEFT-PERS $950","4","4C","1296","01/02/2015","00:12:37"
"1074414","2099","4","ARSON","451(D) PC ARSON OF PROPERTY","4","4B","0989","01/03/2015","00:10:08"
"1074416","3599","35","NARCOTICS","11378 HS POSS CNTRL SUB/SALE","UI","UI","UI","01/02/2015","00:14:01"
"1074423","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","4","4C","1289","01/02/2015","00:12:00"
"1074424","5401","0","TRAFFIC","20002(A) HIT/RUN-FAIL INFO","6","6C","1422","01/01/2015","00:02:06"
"1074426","5212","78","WEAPON OFFENSE","29800(A)(1) FELON POSS GUN","2","2B","0541","01/02/2015","00:22:11"
"1074430","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","3","3M","0744","01/02/2015","00:19:20"
"1074431","5404","17","TRAFFIC","23152(F) DUI ALCOHOL AND DRUGS","2","2C","0618","01/01/2015","00:00:56"
"1074434","7000","43A","IMPOUND","IMPOUNDED VEHICLE","2","2C","0558","01/01/2015","00:23:23"
"1074436","2205","4","BURGLARY","459.5 BURGLARY SHOPLIFT  $950","2","2C","0616","01/03/2015","00:17:32"
"1074439","5212","78","WEAPON OFFENSE","29800(A)(1) FELON POSS GUN","2","2A","0505","01/03/2015","00:15:49"
"1074440","2803","0","STOLEN PROP","496(A) REC STOLEN PROP-FEL","4","4B","1346","01/01/2015","00:16:09"
"1074460","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2B","0552","01/01/2015","00:11:08"
"1074461","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","1","1A","0128","01/01/2015","00:22:54"
"1074462","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","5","5B","1622","01/02/2015","00:07:59"
"1074463","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","5","5B","1622","01/02/2015","00:16:34"
"1074467","5213","7","WEAPON OFFENSE","247(B) PC SHOOT UNOCC BLDG/VEH","4","4B","1346","01/02/2015","00:15:47"
"1074469","3599","61","NARCOTICS","11350(A) POSS CONTROLLED SUBST","6","6D","0851","01/02/2015","00:18:09"
"1074470","7399","07","SAC CITY CODE","5.88.010 SCC UNLAWFUL VENDING","4","4B","0969","01/02/2015","00:18:46"
"1074473","5707","0","PRIVACY","602 PC TRESPASS","1","1B","0475","01/02/2015","00:21:42"
"1074474","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","6","6B","1087","01/02/2015","00:22:11"
"1074475","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","4","4C","1263","01/03/2015","00:12:30"
"1074476","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","3","3M","0734","01/01/2015","00:21:58"
"1074477","1313","19","BATTERY","242 PC BATTERY CIVILIAN","3","3M","0744","01/03/2015","00:23:34"
"1074478","5311","5","PUBLIC PEACE","647(F) PC DIP - DISORDERLY","3","3M","0732","01/03/2015","00:22:43"
"1074479","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","6","6A","1015","01/03/2015","00:18:30"
"1074480","3599","61","NARCOTICS","11350(A) POSS CONTROLLED SUBST","5","5C","1607","01/03/2015","00:19:24"
"1074482","2399","2","LARCENY","484 PC PETTY THEFT","1","1B","0444","01/03/2015","00:19:06"
"1074483","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","3","3B","0746","01/03/2015","00:18:16"
"1074484","4801","5","OBSTRUCTING","69 PC RESIST/OBSTRCT EXEC OFC","3","3A","0725","01/03/2015","00:15:44"
"1074489","2299","01","BURGLARY","459 PC BURG VEHICLE","5","5C","1654","01/04/2015","00:02:00"
"1074491","5401","0","TRAFFIC","20002(A) HIT/RUN-FAIL INFO","2","2C","0616","01/01/2015","00:02:05"
"1074493","2204","0","BURGLARY","459 PC BURG RESIDENCE-NO FORCE","5","5C","1635","01/03/2015","00:13:05"
"1074497","2399","2","LARCENY","484 PC PETTY THEFT","3","3B","0766","01/01/2015","00:08:00"
"1074503","5011","0","OBST JUDICIARY","3056 PAROLE VIOLATION","6","6A","1015","01/03/2015","00:02:03"
"1074504","1313","19","BATTERY","242 PC BATTERY CIVILIAN","6","6A","1051","01/03/2015","00:02:14"
"1074505","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","5","5A","1364","01/03/2015","00:03:36"
"1074506","1313","19","BATTERY","242 PC BATTERY CIVILIAN","3","3A","0764","01/02/2015","00:17:35"
"1074508","1299","2","ROBBERY","211 PC ROBBERY-BUSINESS","6","6B","1084","01/03/2015","00:06:54"
"1074511","1399","4","BATTERY","243(D) BATTERY CIVILIAN W/INJ","6","6A","1014","01/03/2015","00:11:44"
"1074512","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","5","5B","1614","01/03/2015","00:11:00"
"1074513","5311","5","PUBLIC PEACE","647(F) PC DIP - DISORDERLY","6","6B","1401","01/03/2015","00:13:07"
"1074515","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","2","2C","0567","01/03/2015","00:15:17"
"1074516","5404","16","TRAFFIC","23152(E) DUI DRUGS","4","4A","0928","01/03/2015","00:15:48"
"1074517","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","6","6A","1041","01/03/2015","00:16:50"
"1074518","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","5","5A","1363","01/03/2015","00:23:06"
"1074519","5499","451","TRAFFIC","14601.1(A) SUSP LIC-OTHER","3","3M","0742","01/03/2015","00:23:53"
"1074520","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","2","2A","0503","01/04/2015","00:00:51"
"1074521","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","6","6D","1117","01/04/2015","00:03:26"
"1074522","5311","5","PUBLIC PEACE","647(F) PC DIP - DISORDERLY","2","2C","0568","01/04/2015","00:07:24"
"1074524","2999","05","VANDALISM","594(B)(2)(A) VANDALISM $400","2","2C","0605","01/04/2015","00:09:11"
"1074525","3699","24","SEX REGISTRATI","290.013 FAIL TO REG-CHG ADDR","2","2B","0552","01/04/2015","00:10:21"
"1074526","1313","19","BATTERY","242 PC BATTERY CIVILIAN","2","2B","0526","01/04/2015","00:10:28"
"1074528","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","3","3A","0707","01/02/2015","00:14:30"
"1074530","2999","15","VANDALISM","594(A)(1) PC VANDAL-DFACE PROP","1","1A","0327","01/01/2015","00:07:27"
"1074531","5213","4","WEAPON OFFENSE","246 PC SHOOT OCCUP DWELL/VEH","1","1C","0416","01/01/2015","00:08:34"
"1074532","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","2","2A","0237","01/02/2015","00:16:30"
"1074567","2399","23","LARCENY","487(A) GRAND THFT-RECYCL METAL","5","5B","1622","01/01/2015","00:00:01"
"1074568","2399","2","LARCENY","484 PC PETTY THEFT","5","5B","1369","01/05/2015","00:08:00"
"1074570","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","4","4C","1277","01/04/2015","00:20:00"
"1074572","2999","02","VANDALISM","594(B)(1) PC VANDALISM $400","5","5A","1393","01/04/2015","00:11:30"
"1074575","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","5","5C","1605","01/04/2015","00:20:00"
"1074576","2399","14","LARCENY","487(D)GRAND THEFT FIREARM/ANIM","6","6D","0899","01/04/2015","00:23:30"
"1074578","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","6","6B","1421","01/03/2015","00:02:00"
"1074580","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","2","2C","0628","01/05/2015","00:09:50"
"1074582","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","5","5B","1631","01/04/2015","00:17:00"
"1074583","2299","01","BURGLARY","459 PC BURG VEHICLE","2","2A","0212","01/01/2015","00:05:00"
"1074588","5212","78","WEAPON OFFENSE","29800(A)(1) FELON POSS GUN","5","5B","1614","01/03/2015","00:13:45"
"1074593","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","2","2C","0603","01/03/2015","00:17:00"
"1074595","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","2","2C","0603","01/03/2015","00:17:00"
"1074597","5400","1","TRAFFIC","TRAFFIC ACCIDENT-NON-INJURY","6","6C","1111","01/02/2015","00:07:24"
"1074601","5401","0","TRAFFIC","20002(A) HIT/RUN-FAIL INFO","6","6C","1406","01/03/2015","00:03:22"
"1074602","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","3","3B","0778","01/03/2015","00:22:00"
"1074603","2299","01","BURGLARY","459 PC BURG VEHICLE","2","2A","0203","01/01/2015","00:23:00"
"1074607","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","5","5A","1383","01/02/2015","00:22:30"
"1074614","2299","01","BURGLARY","459 PC BURG VEHICLE","4","4A","0945","01/05/2015","00:14:30"
"1074618","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","3","3B","0737","01/05/2015","00:15:55"
"1074619","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","3","3B","0746","01/04/2015","00:03:09"
"1074621","5212","78","WEAPON OFFENSE","29800(A)(1) FELON POSS GUN","2","2A","0506","01/04/2015","00:01:28"
"1074622","5499","00","TRAFFIC","VEHICLE CODE VIOLATION-INFRACT","3","3M","0744","01/04/2015","00:01:02"
"1074627","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","5","5A","1394","01/04/2015","00:07:35"
"1074628","4801","0","OBSTRUCTING","148(A)(1)PC RESIST PEACE OFFCR","6","6D","0851","01/05/2015","00:02:41"
"1074629","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","6","6D","1102","01/02/2015","00:01:01"
"1074630","5707","8","TRESPASS","602.5 PC ENTRY OF PROPERTY","2","2A","0231","01/04/2015","00:20:43"
"1074632","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","6","6B","1058","01/04/2015","00:14:49"
"1074633","5212","54","WEAPON OFFENSE","21310 POSS DIRK/DAGGER-FEL","2","2A","0504","01/04/2015","00:22:55"
"1074634","5499","45","TRAFFIC","14601(A) SUSP LIC-RECKLESS","5","5A","1382","01/04/2015","00:15:45"
"1074635","1299","2","ROBBERY","211 PC ROBBERY-BUSINESS","6","6D","1101","01/03/2015","00:14:24"
"1074636","3562","0","NARCOTICS","11357(B)HS POSS -28.5GR MARIJ","1","1B","0412","01/04/2015","00:15:17"
"1074637","3562","0","NARCOTICS","11357(B)HS POSS -28.5GR MARIJ","4","4A","0913","01/04/2015","00:19:10"
"1074639","5012","0","OBST JUDICIARY","1203.2 PC VIOL OF PROBATION","3","3A","0784","01/04/2015","00:22:49"
"1074640","3562","0","NARCOTICS","11357(B)HS POSS -28.5GR MARIJ","4","4B","1336","01/04/2015","00:23:41"
"1074642","3599","36","NARCOTICS","11364.1(A) POSS UNLAWFUL PARAP","5","5C","1606","01/04/2015","00:21:02"
"1074643","3599","61","NARCOTICS","11350(A) POSS CONTROLLED SUBST","4","4C","1251","01/03/2015","00:17:36"
"1074644","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","2","2B","0532","01/05/2015","00:00:35"
"1074645","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","6","6B","1084","01/05/2015","00:16:55"
"1074646","2299","09","BURGLARY","459 PC BURG UNSPECIFIED-FEL","2","2B","0537","01/03/2015","00:07:30"
"1074647","5499","15","TRAFFIC","23103(A) RECKLESS ON HIGHWAY","5","5A","1391","01/05/2015","00:17:00"
"1074648","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","6","6D","0851","01/05/2015","00:16:56"
"1074652","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","6","6D","1117","01/04/2015","00:02:09"
"1074654","3599","63","NARCOTICS","11377(A) POSS DANGEROUS DRUG","2","2B","0543","01/05/2015","00:15:46"
"1074655","5311","1","PUBLIC PEACE","415(1) PC DISTURB PEACE/FIGHT","UI","UI","UI","01/05/2015","00:15:05"
"1074656","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","4","4B","0989","01/05/2015","00:08:40"
"1074657","3599","22","NARCOTICS","11364 HS POSS DRUG PARAPH","6","6A","1011","01/05/2015","00:02:12"
"1074658","3562","01","NARCOTICS","11357(C)HS POSS +28.5GR MARIJ","4","4A","0937","01/04/2015","00:22:40"
"1074664","2202","0","BURGLARY","459 PC BURG RESIDENCE-FORCE","5","5C","1605","01/02/2015","00:07:30"
"1074665","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2A","0513","01/03/2015","00:23:41"
"1074666","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2A","0513","01/03/2015","00:23:42"
"1074667","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2B","0537","01/04/2015","00:03:53"
"1074668","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","1","1A","0337","01/04/2015","00:18:09"
"1074669","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","1","1B","0435","01/03/2015","00:01:36"
"1074670","5404","000","TRAFFIC","23152(A) DUI ALCOHOL","6","6B","1421","01/03/2015","00:01:45"
"1074671","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","3","3B","0736","01/03/2015","00:02:32"
"1074673","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","1","1C","0449","01/03/2015","00:11:11"
"1074675","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2A","0513","01/03/2015","00:23:36"
"1074680","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","3","3B","0718","01/02/2015","00:08:08"
"1074681","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","3","3B","0767","01/02/2015","00:13:10"
"1074682","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","3","3B","0728","01/02/2015","00:14:23"
"1074683","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","2","2A","0502","01/02/2015","00:16:20"
"1074684","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","3","3M","0734","01/02/2015","00:22:29"
"1074685","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","1","1B","0444","01/04/2015","00:02:13"
"1074686","7000","43","TOWED/STORED","TOWED/STORED VEHICLE","3","3A","0782","01/04/2015","00:08:50"
"1074687","7000","61","INCIDENT RPT","TOWED/STORED VEH-14602.6","4","4B","1346","01/04/2015","00:13:40"
"1074688","5400","1","TRAFFIC","TRAFFIC ACCIDENT-NON-INJURY","1","1B","0422","01/03/2015","00:02:04"
"1074690","5400","1","TRAFFIC","TRAFFIC ACCIDENT-NON-INJURY","4","4A","0947","01/03/2015","00:11:22"
"1074697","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","3","3A","0786","01/05/2015","00:20:00"
"1074705","1299","3","ROBBERY","212.5(A)ROBBERY-INHAB DWELLING","1","1A","0104","01/03/2015","00:03:42"
"1074708","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","5","5C","1607","01/02/2015","00:20:00"
"1074711","2303","1","LARCENY","487(A) PC GRAND THEFT $950","6","6D","0853","01/03/2015","00:08:42"
"1074712","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","6","6B","1084","01/03/2015","00:10:57"
"1074713","5212","02","WEAPON OFFENSE","417(A)2) PC BRANDISH FIREARM","6","6A","1013","01/03/2015","00:12:36"
"1074714","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","2","2A","0506","01/03/2015","00:13:16"
"1074718","5499","145","TRAFFIC","2800.2(A) VC EVADE RECKLES-MIS","6","6A","1041","01/01/2015","00:02:49"
"1074721","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","4","4A","0924","01/05/2015","00:17:30"
"1074723","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","6","6B","1084","01/03/2015","00:18:24"
"1074724","1203","0","ROBBERY","211 PC ROBBERY-SHOPLIFT","4","4A","0905","01/03/2015","00:19:00"
"1074728","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","5","5A","1365","01/01/2015","00:13:00"
"1074739","1210","0","ROBBERY","211 PC ROBBERY-PURSE SNATCH","4","4B","0969","01/03/2015","00:20:15"
"1074740","2399","4","LARCENY","484 PETTY THEFT/LICENSE PLATE","6","6B","1421","01/03/2015","00:19:00"
"1074748","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","2","2C","0619","01/02/2015","00:12:00"
"1074749","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","6","6C","1111","01/02/2015","00:14:35"
"1074751","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","1","1C","0428","01/04/2015","00:00:13"
"1074753","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","6","6C","1111","01/02/2015","00:17:03"
"1074756","4801","0","OBSTRUCTING","148(A)(1)PC RESIST PEACE OFFCR","3","3B","0766","01/04/2015","00:01:40"
"1074760","2303","3","LARCENY","484 PETTY THEFT-SHOPLIFT","6","6C","1111","01/02/2015","00:18:30"
"1074761","1315","19","AGG ASSAULT","245(A)(1)AWDW-NON-FIREARM","6","6D","1116","01/04/2015","00:05:13"
"1074763","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","1","1A","0106","01/05/2015","00:21:30"
"1074775","2404","0","STOLEN VEHICLE","10851(A)VC TAKE VEH W/O OWNER","1","1A","0106","01/05/2015","00:21:30"
"1074787","2404","13","AUTO THEFT","10851 VC AUTO THEFT LOCATE","4","4B","1356","01/05/2015","00:09:33"
